Name,Annotation status,Annotation area,BRY,CNCA,CNTR,CRB,MOB,MOG,SP,WPOT,SC,SHAD,Unc,MAA,MAEC,MAEF,MAEN,MAF,MAG,MALA,MALCB,MAS
USMECH201905_193_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,23.000,3.000,4.000,0.000,0.000,3.000,0.000,2.000,0.000,52.000,0.000,12.000,1.000,0.000,0.000,0.000,0.000
USMECH201905_194_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,70.000,4.000,0.000,0.000,0.000,6.000,0.000,1.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMECH201905_194_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,78.000,4.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMECH201905_195_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,94.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMECH201905_195_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMECH201905_196_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,54.000,3.000,1.000,0.000,0.000,23.000,0.000,1.000,0.000,10.000,0.000,1.000,4.000,0.000,3.000,0.000,0.000
USMECH201905_196_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,59.000,1.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,11.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000
USMECH201905_198_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,16.000,1.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,38.000,0.000,20.000,0.000,0.000,5.000,0.000,0.000
USMECH201905_198_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,52.000,0.000,7.000,0.000,0.000,3.000,0.000,0.000
USMECH201905_199_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,19.000,0.000,4.000,0.000,0.000,7.000,0.000,0.000,0.000,28.000,0.000,28.000,1.000,0.000,3.000,0.000,10.000
USMECH201905_199_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,21.000,3.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,24.000,0.000,6.000,3.000,0.000,13.000,0.000,2.000
USMECH201905_200_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,1.000,0.000,12.000,0.000,1.000,6.000,0.000,5.000,0.000,71.000
USMECH201905_200_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,14.000,0.000,1.000,1.000,0.000,6.000,0.000,66.000
USMECH201905_564_low_(1).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,57.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,39.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMECH201905_564_low_(1)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_107_low_(3).JPG,Confirmed,(Imported points; not specified),7.000,0.000,0.000,16.000,1.000,9.000,0.000,0.000,39.000,0.000,0.000,0.000,19.000,0.000,1.000,0.000,0.000,8.000,0.000,0.000
USMEGS201807_107_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,16.000,3.000,7.000,0.000,0.000,43.000,0.000,3.000,0.000,19.000,0.000,1.000,0.000,0.000,8.000,0.000,0.000
USMEGS201807_133_low_(2).JPG,Confirmed,(Imported points; not specified),8.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_133_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,4.000,0.000,2.000,0.000,80.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_134_high_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,46.000,1.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_134_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,37.000,3.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,58.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_135_high_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,45.000,0.000,10.000,0.000,0.000,6.000,0.000,2.000,0.000,37.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_135_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,54.000,1.000,1.000,0.000,0.000,5.000,0.000,0.000,0.000,39.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_159_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_159_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,3.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,94.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_160_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,15.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_160_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,8.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,91.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_166_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,88.000,0.000,1.000,0.000,0.000,5.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_166_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,77.000,1.000,1.000,0.000,0.000,8.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_186_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,37.000,0.000,0.000,0.000,0.000,17.000,0.000,1.000,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_186_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,18.000,0.000,1.000,0.000,41.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_187_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_187_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,91.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_94_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_94_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_98_low_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,6.000,0.000,1.000,0.000,0.000,3.000,0.000,11.000,0.000,79.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_98_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,10.000,1.000,0.000,0.000,0.000,2.000,0.000,3.000,0.000,83.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_99_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,8.000,1.000,2.000,0.000,0.000,15.000,0.000,0.000,0.000,74.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201807_99_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,5.000,1.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_107_low_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,14.000,0.000,1.000,0.000,0.000,59.000,0.000,2.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_107_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,15.000,6.000,1.000,0.000,0.000,55.000,0.000,5.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_133_low_(4).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,4.000,0.000,5.000,0.000,0.000,13.000,0.000,7.000,0.000,71.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_133_low_(4)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,16.000,0.000,11.000,0.000,70.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_134_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,1.000,0.000,4.000,0.000,90.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_134_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,90.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_135_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,30.000,1.000,0.000,0.000,0.000,2.000,0.000,4.000,0.000,63.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_135_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,23.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,70.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_159_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,77.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_159_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,86.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_160_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,5.000,0.000,92.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_160_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,4.000,0.000,94.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_165_high_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,82.000,0.000,3.000,0.000,0.000,12.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_165_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,83.000,0.000,2.000,0.000,0.000,11.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_166_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,91.000,0.000,3.000,0.000,0.000,2.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_166_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,81.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_186_high_(1).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,93.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_186_high_(1)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,94.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_94_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_94_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_99_low_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,31.000,0.000,2.000,0.000,0.000,39.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201808_99_low_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,33.000,0.000,6.000,0.000,0.000,26.000,0.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_107_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,27.000,0.000,1.000,0.000,0.000,32.000,0.000,0.000,0.000,34.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000
USMEGS201905_107_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,42.000,0.000,1.000,0.000,0.000,24.000,0.000,0.000,0.000,30.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000
USMEGS201905_134_high_(3).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,73.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_134_high_(3)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,72.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_160_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_160_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,77.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_165_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,63.000,0.000,4.000,0.000,0.000,10.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_165_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,65.000,0.000,2.000,0.000,0.000,9.000,0.000,1.000,0.000,22.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_187_high_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,87.000,0.000,1.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_187_high_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,88.000,0.000,1.000,0.000,0.000,10.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_99_low_(2).JPG,Confirmed,(Imported points; not specified),0.000,0.000,0.000,15.000,0.000,3.000,0.000,0.000,3.000,0.000,1.000,0.000,78.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
USMEGS201905_99_low_(2)_robot.JPG,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,14.000,0.000,2.000,0.000,0.000,6.000,0.000,0.000,0.000,78.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
